Site,SiteTown,Date,Time,Recorders,Temperature_°C,Humidity_%,Rain,Cloud_cover_%,Wind,Transect_ID,Latitude,Longitude,Site_type,Section,WFMeadow%,Amenity_grass%,Woodland%,Scrub%,Ornamental%,Herbal%,Semi-improved_grassland,Rough_grassland%,Concrete%,Plant_species,Pollinator_species_sample_code,Notes,Species_Order,Species_Family,Habitat_type,Functional_morphotypes,Broad_group
MS16,Redruth,30/06/2022,15:05:33,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24973167,-5.23408,Restored,4,90,10,0,0,0,0,0,0,0,Centaurea_nigra,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Planted_Wildflower,Bumblebees,Bees
MS16,Redruth,30/06/2022,15:05:33,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24973167,-5.23408,Restored,4,90,10,0,0,0,0,0,0,0,Centaurea_nigra,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Planted_Wildflower,Bumblebees,Bees
MS16,Redruth,30/06/2022,15:30:04,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24994,-5.234731667,Restored,10,90,10,0,0,0,0,0,0,0,Centaurea_nigra,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Planted_Wildflower,Bumblebees,Bees
MS16,Redruth,30/06/2022,15:09:15,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24971,-5.234206667,Restored,5,85,15,0,0,0,0,0,0,0,Centaurea_nigra,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Planted_Wildflower,Bumblebees,Bees
MS16,Redruth,30/06/2022,14:54:26,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24972333,-5.233755,Restored,2,80,20,0,0,0,0,0,0,0,Centaurea_nigra,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Planted_Wildflower,Bumblebees,Bees
MS16,Redruth,30/06/2022,15:26:12,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24991167,-5.234628333,Restored,9,100,0,0,0,0,0,0,0,0,Centaurea_nigra,Rhagonycha_fulva,,Coleoptera,Cantharidae,Planted_Wildflower,Coleoptera,Beetles
MS16,Redruth,30/06/2022,15:26:12,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24991167,-5.234628333,Restored,9,100,0,0,0,0,0,0,0,0,Centaurea_nigra,Rhagonycha_fulva,,Coleoptera,Cantharidae,Planted_Wildflower,Coleoptera,Beetles
MS16,Redruth,30/06/2022,15:06:32,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24971,-5.234066667,Restored,4,90,10,0,0,0,0,0,0,0,Centaurea_nigra,Rhagonycha_fulva,,Coleoptera,Cantharidae,Planted_Wildflower,Coleoptera,Beetles
MS16,Redruth,30/06/2022,15:06:32,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24971,-5.234066667,Restored,4,90,10,0,0,0,0,0,0,0,Centaurea_nigra,Rhagonycha_fulva,,Coleoptera,Cantharidae,Planted_Wildflower,Coleoptera,Beetles
MS16,Redruth,30/06/2022,15:31:18,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24995833,-5.234728333,Restored,10,90,10,0,0,0,0,0,0,0,Centaurea_nigra,Rhagonycha_fulva,,Coleoptera,Cantharidae,Planted_Wildflower,Coleoptera,Beetles
MS16,Redruth,30/06/2022,15:06:06,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24972167,-5.234073333,Restored,4,90,10,0,0,0,0,0,0,0,Centaurea_nigra,Chloromyia_formosa,,Diptera,Stratiomyidae,Planted_Wildflower,Other_flies,Flies
MS16,Redruth,30/06/2022,15:32:03,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24995333,-5.234745,Restored,10,90,10,0,0,0,0,0,0,0,Centaurea_nigra,Empis_spp.,,Diptera,Empididae,Planted_Wildflower,Other_flies,Flies
MS16,Redruth,30/06/2022,15:28:46,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24993167,-5.234691667,Restored,10,90,10,0,0,0,0,0,0,0,Centaurea_nigra,Empis_spp.,,Diptera,Empididae,Planted_Wildflower,Other_flies,Flies
MS16,Redruth,30/06/2022,15:09:32,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24971333,-5.234208333,Restored,5,85,15,0,0,0,0,0,0,0,Centaurea_nigra,Empis_spp.,,Diptera,Empididae,Planted_Wildflower,Other_flies,Flies
MS16,Redruth,30/06/2022,15:02:35,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24972,-5.233928333,Restored,3,100,0,0,0,0,0,0,0,0,Centaurea_nigra,Rhagio_tringarius,,Diptera,Rhagionidae,Planted_Wildflower,Other_flies,Flies
MS16,Redruth,30/06/2022,15:02:35,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24972,-5.233928333,Restored,3,100,0,0,0,0,0,0,0,0,Centaurea_nigra,Rhagio_tringarius,,Diptera,Rhagionidae,Planted_Wildflower,Other_flies,Flies
MS16,Redruth,30/06/2022,15:02:35,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24972,-5.233928333,Restored,3,100,0,0,0,0,0,0,0,0,Centaurea_nigra,Rhagio_tringarius,,Diptera,Rhagionidae,Planted_Wildflower,Other_flies,Flies
MS16,Redruth,30/06/2022,14:59:25,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24971333,-5.233926667,Restored,3,100,0,0,0,0,0,0,0,0,Centaurea_nigra,Lasioglossum_calceatum,,Hymenoptera,Halictidae,Planted_Wildflower,Solitary_bees,Bees
MS16,Redruth,30/06/2022,14:56:46,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24968167,-5.233885,Restored,3,100,0,0,0,0,0,0,0,0,Lotus_pedunculatus,Bombus_pascuorum,,Hymenoptera,Apidae,Wildflower,Bumblebees,Bees
MS16,Redruth,30/06/2022,15:01:03,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24972167,-5.23393,Restored,3,100,0,0,0,0,0,0,0,0,Lotus_pedunculatus,Bombus_pascuorum,,Hymenoptera,Apidae,Wildflower,Bumblebees,Bees
MS16,Redruth,30/06/2022,14:48:17,"Olly, Rakshi",16,50,No rain,0-25,Moderate wind,1,50.24969667,-5.23359,Restored,1,40,60,0,0,0,0,0,0,0,Lotus_pedunculatus,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Wildflower,Bumblebees,Bees
UR15,Redruth,30/06/2022,13:31:44,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24265,-5.227256667,Unrestored,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Amenity,,
UR15,Redruth,30/06/2022,13:32:25,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.242605,-5.227118333,Unrestored,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Amenity,,
UR15,Redruth,30/06/2022,13:32:52,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24255,-5.22698,Unrestored,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Amenity,,
UR15,Redruth,30/06/2022,13:34:01,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24250667,-5.226875,Unrestored,7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Amenity,,
UR15,Redruth,30/06/2022,13:37:11,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24239,-5.226696667,Unrestored,9,0,100,0,0,0,0,0,0,0,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR15,Redruth,30/06/2022,13:37:11,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24239,-5.226696667,Unrestored,9,0,100,0,0,0,0,0,0,0,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR15,Redruth,30/06/2022,13:35:28,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24245,-5.226768333,Unrestored,8,0,100,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR15,Redruth,30/06/2022,13:36:34,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24241667,-5.226718333,Unrestored,9,0,100,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR15,Redruth,30/06/2022,13:38:19,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24234,-5.226556667,Unrestored,10,0,100,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR15,Redruth,30/06/2022,13:36:34,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24241667,-5.226718333,Unrestored,9,0,100,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR15,Redruth,30/06/2022,13:38:19,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24234,-5.226556667,Unrestored,10,0,100,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR15,Redruth,30/06/2022,13:26:19,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24279167,-5.227755,Unrestored,1,0,100,0,0,0,0,0,0,0,Rubus_fruticosus_agg,Bombus_lapidarius,,Hymenoptera,Apidae,Wildflower,Bumblebees,Bees
UR15,Redruth,30/06/2022,13:28:51,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24275833,-5.227543333,Unrestored,2,0,100,0,0,0,0,0,0,0,Heracleum_sphondylium,NA,RS75,NA,NA,Wildflower,NA,
UR15,Redruth,30/06/2022,13:29:47,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24271,-5.227498333,Unrestored,3,0,100,0,0,0,0,0,0,0,Heracleum_sphondylium,Eupeodes_luniger,,Diptera,Syrphidae,Wildflower,Syrphidae,Flies
UR15,Redruth,30/06/2022,13:28:30,"Olly, Rakshi",16,45,No rain,26-50,Moderate wind,1,50.24276,-5.227551667,Unrestored,2,0,100,0,0,0,0,0,0,0,Heracleum_sphondylium,Syrphus_spp.,,Diptera,Syrphidae,Wildflower,Syrphidae,Flies
UR16,Redruth,30/06/2022,16:21:35,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.23103667,-5.233436667,Unrestored,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Amenity,,
UR16,Redruth,30/06/2022,16:22:29,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.23106833,-5.23333,Unrestored,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Amenity,,
UR16,Redruth,30/06/2022,16:20:19,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.23101333,-5.233668333,Unrestored,3,0,80,0,0,0,0,0,0,20,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR16,Redruth,30/06/2022,16:23:45,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.23108167,-5.233253333,Unrestored,6,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR16,Redruth,30/06/2022,16:24:18,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.231085,-5.2332,Unrestored,7,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR16,Redruth,30/06/2022,16:27:18,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.23114667,-5.232846667,Unrestored,9,0,85,0,0,0,0,0,0,15,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR16,Redruth,30/06/2022,16:24:50,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.23111,-5.233176667,Unrestored,7,0,100,0,0,0,0,0,0,0,Trifolium_repens,Bombus_pascuorum,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR16,Redruth,30/06/2022,16:28:54,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.23117833,-5.232671667,Unrestored,10,0,85,0,0,0,0,0,0,15,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR16,Redruth,30/06/2022,16:16:54,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.23098667,-5.233988333,Unrestored,1,0,100,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR16,Redruth,30/06/2022,16:23:23,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.23106667,-5.233275,Unrestored,6,0,100,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR16,Redruth,30/06/2022,16:23:23,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.23106667,-5.233275,Unrestored,6,0,100,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR16,Redruth,30/06/2022,16:25:43,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.23111667,-5.233065,Unrestored,8,0,100,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR16,Redruth,30/06/2022,16:18:39,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.230995,-5.233841667,Unrestored,2,0,80,0,0,0,0,0,0,20,Ranunculus_repens,Chalcidoidea_fam.,,Hymenoptera,NA,Amenity,Other_Hymenoptera,Wasps
UR16,Redruth,30/06/2022,16:18:39,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.230995,-5.233841667,Unrestored,2,0,80,0,0,0,0,0,0,20,Ranunculus_repens,Chalcidoidea_fam.,,Hymenoptera,NA,Amenity,Other_Hymenoptera,Wasps
UR16,Redruth,30/06/2022,16:18:39,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.230995,-5.233841667,Unrestored,2,0,80,0,0,0,0,0,0,20,Ranunculus_repens,Chalcidoidea_fam.,,Hymenoptera,NA,Amenity,Other_Hymenoptera,Wasps
UR16,Redruth,30/06/2022,16:18:39,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.230995,-5.233841667,Unrestored,2,0,80,0,0,0,0,0,0,20,Ranunculus_repens,Chalcidoidea_fam.,,Hymenoptera,NA,Amenity,Other_Hymenoptera,Wasps
UR16,Redruth,30/06/2022,16:18:39,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.230995,-5.233841667,Unrestored,2,0,80,0,0,0,0,0,0,20,Ranunculus_repens,Chalcidoidea_fam.,,Hymenoptera,NA,Amenity,Other_Hymenoptera,Wasps
UR16,Redruth,30/06/2022,16:18:39,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.230995,-5.233841667,Unrestored,2,0,80,0,0,0,0,0,0,20,Ranunculus_repens,Chalcidoidea_fam.,,Hymenoptera,NA,Amenity,Other_Hymenoptera,Wasps
UR16,Redruth,30/06/2022,16:18:39,"Olly, Rakshi",16,50,No rain,76-100,Moderate wind,1,50.230995,-5.233841667,Unrestored,2,0,80,0,0,0,0,0,0,20,Ranunculus_repens,Chalcidoidea_fam.,,Hymenoptera,NA,Amenity,Other_Hymenoptera,Wasps
MS18,Pool,01/07/2022,11:05:47,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23210167,-5.260526667,Restored,3,90,100,0,0,0,0,0,0,0,0,0,0,0,0,Amenity,,
MS18,Pool,01/07/2022,11:27:46,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23173833,-5.26095,Restored,9,15,30,0,10,0,0,0,45,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
MS18,Pool,01/07/2022,11:20:43,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23194167,-5.260706667,Restored,6,50,50,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
MS18,Pool,01/07/2022,11:24:59,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23182,-5.26084,Restored,7,40,60,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
MS18,Pool,01/07/2022,11:24:59,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23182,-5.26084,Restored,7,40,60,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
MS18,Pool,01/07/2022,11:27:07,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23174833,-5.260948333,Restored,8,15,80,0,0,0,0,0,0,5,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
MS18,Pool,01/07/2022,11:30:52,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23172333,-5.260985,Restored,9,15,30,0,10,0,0,0,45,0,Ranunculus_acris,Musca_osiris,,Diptera,Muscidae,Amenity,Other_flies,Flies
MS18,Pool,01/07/2022,11:22:21,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23187667,-5.260745,Restored,6,50,50,0,0,0,0,0,0,0,Ranunculus_repens,Hylemya_spp.,,Diptera,Anthomyiidae,Amenity,Other_flies,Flies
MS18,Pool,01/07/2022,11:22:21,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23187667,-5.260745,Restored,6,50,50,0,0,0,0,0,0,0,Ranunculus_repens,Hylemya_spp.,,Diptera,Anthomyiidae,Amenity,Other_flies,Flies
MS18,Pool,01/07/2022,10:55:47,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.232295,-5.26023,Restored,1,0,90,0,10,0,0,0,0,0,Knautia_arvensis,Bombus_pascuorum,,Hymenoptera,Apidae,Planted_Wildflower,Bumblebees,Bees
MS18,Pool,01/07/2022,10:59:45,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23228167,-5.260243333,Restored,1,0,90,0,10,0,0,0,0,0,Knautia_arvensis,Musca_osiris,,Diptera,Muscidae,Planted_Wildflower,Other_flies,Flies
MS18,Pool,01/07/2022,11:15:29,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23201167,-5.260638333,Restored,5,50,50,0,0,0,0,0,0,0,Heracleum_sphondylium,Apis_mellifera,,Hymenoptera,Apidae,Wildflower,Apis_mellifera,Bees
MS18,Pool,01/07/2022,11:08:28,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.232065,-5.260566667,Restored,4,40,60,0,0,0,0,0,0,0,Achillea_millefolium,Elateridae,,Coleoptera,Elateridae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:08:28,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.232065,-5.260566667,Restored,4,40,60,0,0,0,0,0,0,0,Achillea_millefolium,Elateridae,,Coleoptera,Elateridae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:13:04,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23201667,-5.260631667,Restored,5,50,50,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:13:04,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23201667,-5.260631667,Restored,5,50,50,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:13:04,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23201667,-5.260631667,Restored,5,50,50,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:13:04,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23201667,-5.260631667,Restored,5,50,50,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:13:04,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23201667,-5.260631667,Restored,5,50,50,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:13:04,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23201667,-5.260631667,Restored,5,50,50,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:13:04,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23201667,-5.260631667,Restored,5,50,50,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:09:02,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23207333,-5.260611667,Restored,4,40,60,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:09:02,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23207333,-5.260611667,Restored,4,40,60,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:09:02,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23207333,-5.260611667,Restored,4,40,60,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:09:02,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23207333,-5.260611667,Restored,4,40,60,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:09:02,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23207333,-5.260611667,Restored,4,40,60,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:09:02,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23207333,-5.260611667,Restored,4,40,60,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:09:02,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23207333,-5.260611667,Restored,4,40,60,0,0,0,0,0,0,0,Heracleum_sphondylium,Rhagonycha_fulva,,Coleoptera,Cantharidae,Wildflower,Coleoptera,Beetles
MS18,Pool,01/07/2022,11:03:20,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23221667,-5.260366667,Restored,2,0,100,0,0,0,0,0,0,0,Heracleum_sphondylium,Musca_osiris,,Diptera,Muscidae,Wildflower,Other_flies,Flies
MS18,Pool,01/07/2022,11:11:44,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23204833,-5.260598333,Restored,4,40,60,0,0,0,0,0,0,0,Heracleum_sphondylium,Sciara_spp.,,Diptera,Sciaridae,Wildflower,Other_flies,Flies
MS18,Pool,01/07/2022,11:16:55,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23202167,-5.260623333,Restored,5,50,50,0,0,0,0,0,0,0,Heracleum_sphondylium,Sepsis_spp.,,Diptera,Sepsidae,Wildflower,Other_flies,Flies
MS18,Pool,01/07/2022,11:19:45,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23199167,-5.260696667,Restored,5,50,50,0,0,0,0,0,0,0,Hypochaeris_radicata,Hylemya_spp.,,Diptera,Anthomyiidae,Wildflower,Other_flies,Flies
MS18,Pool,01/07/2022,11:23:46,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23188,-5.260785,Restored,7,40,60,0,0,0,0,0,0,0,Hypochaeris_radicata,Musca_osiris,,Diptera,Muscidae,Wildflower,Other_flies,Flies
MS18,Pool,01/07/2022,11:16:24,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23202167,-5.260616667,Restored,5,50,50,0,0,0,0,0,0,0,Heracleum_sphondylium,Oxytorus_spp.,,Hymenoptera,Ichneumonidae,Wildflower,Other_Hymenoptera,Wasps
MS18,Pool,01/07/2022,11:15:09,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23200833,-5.260641667,Restored,5,50,50,0,0,0,0,0,0,0,Heracleum_sphondylium,Polyblastus_spp.,,Hymenoptera,Ichneumonidae,Wildflower,Other_Hymenoptera,Wasps
MS18,Pool,01/07/2022,11:15:09,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23200833,-5.260641667,Restored,5,50,50,0,0,0,0,0,0,0,Heracleum_sphondylium,Polyblastus_spp.,,Hymenoptera,Ichneumonidae,Wildflower,Other_Hymenoptera,Wasps
MS18,Pool,01/07/2022,11:14:33,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23201333,-5.260636667,Restored,5,50,50,0,0,0,0,0,0,0,Heracleum_sphondylium,Scaeva_pyrastri,,Diptera,Syrphidae,Wildflower,Syrphidae,Flies
MS18,Pool,01/07/2022,11:33:14,"Olly, Fred",14,50,No rain,76-100,Moderate wind,1,50.23164333,-5.261071667,Restored,10,0,75,0,10,10,0,0,5,0,0,0,0,0,0,,,
MS19,Pool,01/07/2022,14:34:48,"Olly, Fred",17,50,No rain,76-100,Moderate wind,1,50.22904833,-5.265253333,Restored,6,20,80,0,0,0,0,0,0,0,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
MS19,Pool,01/07/2022,14:34:25,"Olly, Fred",17,50,No rain,76-100,Moderate wind,1,50.22901667,-5.265276667,Restored,6,20,80,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
MS19,Pool,01/07/2022,14:27:43,"Olly, Fred",17,50,No rain,76-100,Moderate wind,1,50.22895667,-5.265543333,Restored,4,0,60,0,10,30,0,0,0,0,Rosa_rugosa,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS19,Pool,01/07/2022,14:27:43,"Olly, Fred",17,50,No rain,76-100,Moderate wind,1,50.22895667,-5.265543333,Restored,4,0,60,0,10,30,0,0,0,0,Rosa_rugosa,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
