"study_ID","title","abstract","doi","author","year","journal","full_text","pollinator_match","flower_match","outcome_match"
2608,"Comparison of new and existing agri-environment scheme options for biodiversity enhancement on arable land","1. A multi-site experiment was conducted on six arable farms in eastern England for 5 years to investigate the effectiveness of new agri-environment scheme options for conserving and enhancing a broad range of taxa and ecosystem functions; 2. The six treatments varied in the degree of management intervention from growing a cereal crop with restricted use of pesticide to complete removal of land from production and either allowing natural regeneration of vegetation or sowing seed mixtures which included: seed-bearing crops, tussocky grasses, pollen-and nectar-rich forbs, and fine-leaved-grasses and forbs. All treatments were compared with a conventional cereal crop control; 3. Residual soil fertility in the non-cropped field margins remained as high as the cropped land despite 5 years of cutting and removal of vegetation in the absence of fertiliser input. However, it was possible to establish and maintain a diverse mixture of wildflowers on this fertile soil and this resulted in a significant (25%) increase in soil carbon as measured by loss on ignition compared with the cropped treatments; 4. Diversity of plant species was highest in the sown wildflower margins and this was maintained throughout the study. However, annual cultivation of the field margin was the only treatment to promote the diversity of declining arable plants; 5. Bumblebee abundance was significantly higher (×14) in margins sown with pollen- and nectar-rich species compared with all other treatments for the first 3 years only. Diversity of rare bees was also higher in this treatment. After year 3 there was a marked decline in the abundance bee forage plants and a corresponding increase in grass cover. Bee abundance and species richness was significantly higher in the wildflower margins compared with the other treatments throughout the experiment; 6. Butterfly abundance and diversity was highest in the wildflower, and pollen and nectar margins compared with the other treatments throughout the experiment; 7. Abundance and diversity of soil macro invertebrates was significantly higher in the non-cropped margin treatments sown with perennial seed mixtures compared with the cultivated treatments. Abundance of earthworms was 50% higher in these undisturbed, perennial margins; 8. Abundance of soil surface active detritivores was significantly higher in the non-crop margins compared with the cropped treatments in both autumn and spring. Seed predators were more abundant in the natural regeneration margins in the autumn. Richness and abundance of all invertebrates was significantly lower in the tussocky grass margins compared with all other treatments in the spring, probably reflecting lower activity; 9. Diversity of canopy-active invertebrates caught by both suction and sweep net sampling was significantly higher in the wildflower margins compared with all other treatments. Diversity was SID 5 (Rev. 3/06) Page 3 of 66 also higher in the other non-crop margins compared with the crop. Total abundance of invertebrates was higher in non-cropped margins compared with the crop treatments. This reflected a greater abundance and diversity of detritivores, herbivores and pollinating insects. In contrast, abundance of predatory (beneficial) invertebrates was significantly higher in the tussocky grass and wildflower margins; 10. Abundance of farmland bird indicator species in winter was significantly higher in the field centre patches sown with seed bearing crops compared with the adjacent crop. However, the magnitude of these differences declined considerably after the December visit each year as seed resources diminished. There was also evidence of a marked decline in the quality of this habitat after year 3; 11. Small mammal activity was significantly higher in the patches sown with wild bird seed mixture compared with the crop and field margin during the winter months. However, this pattern of utilisation was reversed in the summer; 12. Synthesis and applications: removal of land from arable production was a more practical and effective means of enhancing biodiversity and ecosystem functions than extensification of management practices. Creation of species-rich field margin vegetation resulted in significant beneficial effects for the widest range of taxa and functions both above- and below-ground. Management prescriptions specifically targeted to the requirements of declining taxa were generally more effective than those designed to deliver a broader range of environmental benefits. However, the benefits delivered by two of these ‘targeted’ prescriptions (pollen and nectar and wild bird seed mixtures) were short-lived and did not persist in after year 3. Such habitats will require frequent re-establishment in new locations.",NA,"Pywell, R.",2004,NA,"Comparison of new and existing agri-environment scheme options for biodiversity enhancement on arable land 1. A multi-site experiment was conducted on six arable farms in eastern England for 5 years to investigate the effectiveness of new agri-environment scheme options for conserving and enhancing a broad range of taxa and ecosystem functions; 2. The six treatments varied in the degree of management intervention from growing a cereal crop with restricted use of pesticide to complete removal of land from production and either allowing natural regeneration of vegetation or sowing seed mixtures which included: seed-bearing crops, tussocky grasses, pollen-and nectar-rich forbs, and fine-leaved-grasses and forbs. All treatments were compared with a conventional cereal crop control; 3. Residual soil fertility in the non-cropped field margins remained as high as the cropped land despite 5 years of cutting and removal of vegetation in the absence of fertiliser input. However, it was possible to establish and maintain a diverse mixture of wildflowers on this fertile soil and this resulted in a significant (25%) increase in soil carbon as measured by loss on ignition compared with the cropped treatments; 4. Diversity of plant species was highest in the sown wildflower margins and this was maintained throughout the study. However, annual cultivation of the field margin was the only treatment to promote the diversity of declining arable plants; 5. Bumblebee abundance was significantly higher (×14) in margins sown with pollen- and nectar-rich species compared with all other treatments for the first 3 years only. Diversity of rare bees was also higher in this treatment. After year 3 there was a marked decline in the abundance bee forage plants and a corresponding increase in grass cover. Bee abundance and species richness was significantly higher in the wildflower margins compared with the other treatments throughout the experiment; 6. Butterfly abundance and diversity was highest in the wildflower, and pollen and nectar margins compared with the other treatments throughout the experiment; 7. Abundance and diversity of soil macro invertebrates was significantly higher in the non-cropped margin treatments sown with perennial seed mixtures compared with the cultivated treatments. Abundance of earthworms was 50% higher in these undisturbed, perennial margins; 8. Abundance of soil surface active detritivores was significantly higher in the non-crop margins compared with the cropped treatments in both autumn and spring. Seed predators were more abundant in the natural regeneration margins in the autumn. Richness and abundance of all invertebrates was significantly lower in the tussocky grass margins compared with all other treatments in the spring, probably reflecting lower activity; 9. Diversity of canopy-active invertebrates caught by both suction and sweep net sampling was significantly higher in the wildflower margins compared with all other treatments. Diversity was SID 5 (Rev. 3/06) Page 3 of 66 also higher in the other non-crop margins compared with the crop. Total abundance of invertebrates was higher in non-cropped margins compared with the crop treatments. This reflected a greater abundance and diversity of detritivores, herbivores and pollinating insects. In contrast, abundance of predatory (beneficial) invertebrates was significantly higher in the tussocky grass and wildflower margins; 10. Abundance of farmland bird indicator species in winter was significantly higher in the field centre patches sown with seed bearing crops compared with the adjacent crop. However, the magnitude of these differences declined considerably after the December visit each year as seed resources diminished. There was also evidence of a marked decline in the quality of this habitat after year 3; 11. Small mammal activity was significantly higher in the patches sown with wild bird seed mixture compared with the crop and field margin during the winter months. However, this pattern of utilisation was reversed in the summer; 12. Synthesis and applications: removal of land from arable production was a more practical and effective means of enhancing biodiversity and ecosystem functions than extensification of management practices. Creation of species-rich field margin vegetation resulted in significant beneficial effects for the widest range of taxa and functions both above- and below-ground. Management prescriptions specifically targeted to the requirements of declining taxa were generally more effective than those designed to deliver a broader range of environmental benefits. However, the benefits delivered by two of these ‘targeted’ prescriptions (pollen and nectar and wild bird seed mixtures) were short-lived and did not persist in after year 3. Such habitats will require frequent re-establishment in new locations.",TRUE,TRUE,TRUE
2610,"Effects of an agri-environment scheme on bumblebee reproduction at local and landscape scales","Agri-environment schemes (AES) have been implemented across Europe, aiming to mitigate effects of habitat loss in agro-ecosystems for a range of declining species. These include pollinating insects such as bumblebees, for which positive effects of AES on abundance and species richness have been shown. However, there is a lack of evidence for effects of AES on reproduction of target species, at either local or landscape scales. We conducted a large-scale study across landscapes exhibiting a gradient of agricultural intensity to investigate the effects of a targeted flower mixture, sown in patches of three different sizes, on an index of the total biomass of bumblebee sexuals (males and queens) on replicated transects within each landscape. We used this index (MQ) as a measure of bumblebee reproduction. After controlling for floral density on transects, we found that MQ was significantly higher on sown flower patches than on conventionally managed control patches at local scales throughout the three-year study. While sown flower patches did not significantly increase MQ in surrounding landscapes, MQ was higher in landscapes surrounding larger (1 ha) than smaller (0.25 ha) sown patches. Our results suggest that, while responses of different bee species may vary depending on the plant species sown, targeted flower mixtures can enhance bumblebee reproduction by providing locally attractive forage resources to bumblebees of all castes and sexes from nests within foraging distance. If established at large enough scales, sown flower patches may lead to a detectable spill-over of reproductives into surrounding landscapes. Furthermore, effects of sown patches on MQ were moderated by landscape context, the strongest positive responses being detected at sites with high proportions of arable land. This supports previous findings that AES can deliver greater net benefits for pollinators in more intensively farmed landscapes.","10.1016/j.baae.2015.05.006","Carvell, C.",2015,"Basic and Applied Ecology","Effects of an agri-environment scheme on bumblebee reproduction at local and landscape scales Agri-environment schemes (AES) have been implemented across Europe, aiming to mitigate effects of habitat loss in agro-ecosystems for a range of declining species. These include pollinating insects such as bumblebees, for which positive effects of AES on abundance and species richness have been shown. However, there is a lack of evidence for effects of AES on reproduction of target species, at either local or landscape scales. We conducted a large-scale study across landscapes exhibiting a gradient of agricultural intensity to investigate the effects of a targeted flower mixture, sown in patches of three different sizes, on an index of the total biomass of bumblebee sexuals (males and queens) on replicated transects within each landscape. We used this index (MQ) as a measure of bumblebee reproduction. After controlling for floral density on transects, we found that MQ was significantly higher on sown flower patches than on conventionally managed control patches at local scales throughout the three-year study. While sown flower patches did not significantly increase MQ in surrounding landscapes, MQ was higher in landscapes surrounding larger (1 ha) than smaller (0.25 ha) sown patches. Our results suggest that, while responses of different bee species may vary depending on the plant species sown, targeted flower mixtures can enhance bumblebee reproduction by providing locally attractive forage resources to bumblebees of all castes and sexes from nests within foraging distance. If established at large enough scales, sown flower patches may lead to a detectable spill-over of reproductives into surrounding landscapes. Furthermore, effects of sown patches on MQ were moderated by landscape context, the strongest positive responses being detected at sites with high proportions of arable land. This supports previous findings that AES can deliver greater net benefits for pollinators in more intensively farmed landscapes.",TRUE,TRUE,TRUE
2614,"Plant species or flower colour diversity? Identifying the drivers of public and invertebrate response to designed annual meadows","There is increasing evidence of the benefits of introducing urban meadows as an alternative to amenity mown grass in public greenspaces, both for biodiversity, and human wellbeing. Developing a better understanding of the meadow characteristics driving human and wildlife response is therefore critical. We addressed this by assessing public and invertebrate response to eight different annual meadow mixes defined by two levels of plant species diversity and two levels of colour diversity, sown in an urban park in Luton, UK, in April 2015. On-site questionnaires with the visiting public were conducted in July, August and September 2015. Invertebrate responses were assessed via contemporaneous visual surveys and one sweep net survey (August 2015). Flower colour diversity had effects on human aesthetic response and the response of pollinators such as bumblebees and hoverflies. Plant species diversity, however, was not a driver of human response with evidence that people used colour diversity as a cue to assessing species diversity. Plant species diversity did affect some invertebrates, with higher abundances of certain taxa in low species diversity meadows. Our findings indicate that if the priority for sown meadows is to maximise human aesthetic enjoyment and the abundance and diversity of observable invertebrates, particularly pollinators, managers of urban green infrastructure should prioritise high flower colour diversity mixes over those of high plant species diversity. Incorporating late-flowering non-native species such as Coreopsis tinctoria (plains coreopsis) can prolong the attractiveness of the meadows for people and availability of resources for pollinators and would therefore be beneficial.","10.1016/j.landurbplan.2018.08.017","Hoyle, H.",2018,"Landscape and Urban Planning","Plant species or flower colour diversity? Identifying the drivers of public and invertebrate response to designed annual meadows There is increasing evidence of the benefits of introducing urban meadows as an alternative to amenity mown grass in public greenspaces, both for biodiversity, and human wellbeing. Developing a better understanding of the meadow characteristics driving human and wildlife response is therefore critical. We addressed this by assessing public and invertebrate response to eight different annual meadow mixes defined by two levels of plant species diversity and two levels of colour diversity, sown in an urban park in Luton, UK, in April 2015. On-site questionnaires with the visiting public were conducted in July, August and September 2015. Invertebrate responses were assessed via contemporaneous visual surveys and one sweep net survey (August 2015). Flower colour diversity had effects on human aesthetic response and the response of pollinators such as bumblebees and hoverflies. Plant species diversity, however, was not a driver of human response with evidence that people used colour diversity as a cue to assessing species diversity. Plant species diversity did affect some invertebrates, with higher abundances of certain taxa in low species diversity meadows. Our findings indicate that if the priority for sown meadows is to maximise human aesthetic enjoyment and the abundance and diversity of observable invertebrates, particularly pollinators, managers of urban green infrastructure should prioritise high flower colour diversity mixes over those of high plant species diversity. Incorporating late-flowering non-native species such as Coreopsis tinctoria (plains coreopsis) can prolong the attractiveness of the meadows for people and availability of resources for pollinators and would therefore be beneficial.",TRUE,TRUE,TRUE
2622,"Designing multi-purpose habitats : utilisation of wild bird seed species by pollinating insects","There are now many competing pressures on farmland to provide space for urban development, transport, wildlife habitat, and a wide range of essential ecosystem goods and services. Future agri-environment schemes will need to be multi-functional and more efficient in their use of the land resource. We present the results of an experiment to examine the feasibility of developing high quality, multi-purpose habitats for both birds and pollinating insects on field margins. Foraging activity of bumblebees and butterflies was recorded in stands of nine seed crops species and four pollen- and nectar-rich species between May and September. Most perennial species did not flower until year 2 when they provided a similar flower resource to that of the annual species. Short-tongued bees showed a marked preference for annual seed crop species. Long-tongued bees showed a significant preference for perennial legumes. Butterfly abundance was also highest on the perennial legumes.",NA,"Pywell, R.F.",2010,"Aspects of Applied Biology","Designing multi-purpose habitats : utilisation of wild bird seed species by pollinating insects There are now many competing pressures on farmland to provide space for urban development, transport, wildlife habitat, and a wide range of essential ecosystem goods and services. Future agri-environment schemes will need to be multi-functional and more efficient in their use of the land resource. We present the results of an experiment to examine the feasibility of developing high quality, multi-purpose habitats for both birds and pollinating insects on field margins. Foraging activity of bumblebees and butterflies was recorded in stands of nine seed crops species and four pollen- and nectar-rich species between May and September. Most perennial species did not flower until year 2 when they provided a similar flower resource to that of the annual species. Short-tongued bees showed a marked preference for annual seed crop species. Long-tongued bees showed a significant preference for perennial legumes. Butterfly abundance was also highest on the perennial legumes.",TRUE,TRUE,TRUE
2626,"Pollination reservoirs in lowbush blueberry (ericales: ericaceae)","Pollinator-dependent agriculture heavily relies upon a single pollinator-the honey bee. To diversify pollination strategies, growers are turning to alternatives. Densely planted reservoirs of pollen- and nectar-rich flowers (pollination reservoirs, hereafter ""PRs"") may improve pollination services provided by wild bees. Our focal agroecosystem, lowbush blueberry (Vaccinium angustifolium Aiton), exists in a simple landscape uniquely positioned to benefit from PRs. First, we contrast bee visitation rates and use of three types of PR. We consider the effects of PRs on wild bee diversity and the composition of bumble bee pollen loads. We contrast field-level crop pollination services between PRs and controls four years postestablishment. Last, we calculate the time to pay for PR investment. Social bees preferentially used clover plantings; solitary bees preferentially used wildflower plantings. On average, bumble bee pollen loads in treatment fields contained 37% PR pollen. PRs significantly increased visitation rates to the crop in year 4, and exerted a marginally significant positive influence on fruit set. The annualized costs of PRs were covered by the fourth year using the measured increase in pollination services. Our findings provide evidence of the positive impact of PRs on crop pollination services.","10.1093/jee/tow285","Venturini, E.M.",2017,"Journal of Economic Entomology","Pollination reservoirs in lowbush blueberry (ericales: ericaceae) Pollinator-dependent agriculture heavily relies upon a single pollinator-the honey bee. To diversify pollination strategies, growers are turning to alternatives. Densely planted reservoirs of pollen- and nectar-rich flowers (pollination reservoirs, hereafter ""PRs"") may improve pollination services provided by wild bees. Our focal agroecosystem, lowbush blueberry (Vaccinium angustifolium Aiton), exists in a simple landscape uniquely positioned to benefit from PRs. First, we contrast bee visitation rates and use of three types of PR. We consider the effects of PRs on wild bee diversity and the composition of bumble bee pollen loads. We contrast field-level crop pollination services between PRs and controls four years postestablishment. Last, we calculate the time to pay for PR investment. Social bees preferentially used clover plantings; solitary bees preferentially used wildflower plantings. On average, bumble bee pollen loads in treatment fields contained 37% PR pollen. PRs significantly increased visitation rates to the crop in year 4, and exerted a marginally significant positive influence on fruit set. The annualized costs of PRs were covered by the fourth year using the measured increase in pollination services. Our findings provide evidence of the positive impact of PRs on crop pollination services.",TRUE,TRUE,TRUE
2638,"Spill-over of pest control and pollination services into arable crops","In order to make agriculture more sustainable it is important to enhance the natural processes supporting crop production, including pollination and pest control. The distance over which these services are delivered into the crop (referred to as spill-over) sets limitations on biodiversity mediated agriculture sustainability. We assess how pest control of aphids on wheat (Rhopalosiphum padi) and pollinator linked yield gain in oilseed rape decline with distance from the crop edge. For natural pest control we also assess how field margin floristic diversity (simple grass vs. species-rich wildflower) affects pest control. We do not consider the impact of field margins on oilseed rape pollination as perennial dominated field margins are not in flower at the time of oilseed rape seed set and so do not act to attract pollinators. Aphid colonies exposed to invertebrate natural enemies went extinct at a faster rate than colonies where they were excluded. The rate of decline in per capita growth rates of aphid colonies was greatest when exposed to natural predators, with this effect being detected up to 50 m into the crop where species-rich field margins were present. While oilseed rape yield gains were correlated with pollinator (bees and flies) visitation rates, there was no evidence that yield gain declined with distance from the crop edge. Possibly this was due to honeybees showing no evidence of declining visitation rates with distance into the crop (over 200 m). This contrast with bumblebees, solitary bees and flies which showed evidence of declining visitation rates with distance from the crop edge. Our results suggests that for a typical arable field (c. 12 ha) surrounded by species rich field margins, 50% of the total area could benefit from enhanced pest control services. Increased yields of oilseed rape due to insect pollinators of c. 0.4 t ha−1 were identified, but there was no evidence that field size would limit the spatial distribution of yields. Our results have implications for integrated crop management world-wide through the use of variable dose rate applications technologies that could be used to target pesticides to field centres and so help support biodiversity mediated ecosystem services.","10.1016/j.agee.2016.06.023","Woodcock, B.A and Bullock, J.M and McCracken, M and Chapman, R.E and Ball, S.L and Edwards, M.E and Nowakowski, M and Pywell, R.F.",2016,"Agriculture, Ecosystems & Environment","Spill-over of pest control and pollination services into arable crops In order to make agriculture more sustainable it is important to enhance the natural processes supporting crop production, including pollination and pest control. The distance over which these services are delivered into the crop (referred to as spill-over) sets limitations on biodiversity mediated agriculture sustainability. We assess how pest control of aphids on wheat (Rhopalosiphum padi) and pollinator linked yield gain in oilseed rape decline with distance from the crop edge. For natural pest control we also assess how field margin floristic diversity (simple grass vs. species-rich wildflower) affects pest control. We do not consider the impact of field margins on oilseed rape pollination as perennial dominated field margins are not in flower at the time of oilseed rape seed set and so do not act to attract pollinators. Aphid colonies exposed to invertebrate natural enemies went extinct at a faster rate than colonies where they were excluded. The rate of decline in per capita growth rates of aphid colonies was greatest when exposed to natural predators, with this effect being detected up to 50 m into the crop where species-rich field margins were present. While oilseed rape yield gains were correlated with pollinator (bees and flies) visitation rates, there was no evidence that yield gain declined with distance from the crop edge. Possibly this was due to honeybees showing no evidence of declining visitation rates with distance into the crop (over 200 m). This contrast with bumblebees, solitary bees and flies which showed evidence of declining visitation rates with distance from the crop edge. Our results suggests that for a typical arable field (c. 12 ha) surrounded by species rich field margins, 50% of the total area could benefit from enhanced pest control services. Increased yields of oilseed rape due to insect pollinators of c. 0.4 t ha−1 were identified, but there was no evidence that field size would limit the spatial distribution of yields. Our results have implications for integrated crop management world-wide through the use of variable dose rate applications technologies that could be used to target pesticides to field centres and so help support biodiversity mediated ecosystem services.",TRUE,TRUE,TRUE
2642,"Scaling up effects of measures mitigating pollinator loss from local- to landscape-level population responses","Declining pollinator populations have caused concern about consequences for food production, and have initiated an increasing number of initiatives that aim to mitigate pollinator loss through enhancement of floral resources. Studies evaluating effects of mitigation measures generally demonstrate positive responses of pollinators to floral resource enhancement. However, it remains unclear whether this represents landscape-level population effects or results from a spatial redistribution of individuals from otherwise unaffected populations.Here, we present a method for estimating landscape-level population effects using data from commonly used standardized pollinator transect surveys. The approach links local density responses of pollinators in both mitigation sites and surrounding landscape elements to the area these habitats occupy in mitigation landscapes as well as control landscapes to obtain landscape-level population estimates.We demonstrate the method using data from a 2-year study examining the effects of experimental wildflower enhancements on wild bumblebees and solitary bees in Dutch agricultural landscapes. The results show that conclusions based on local responses may differ significantly from those based on landscape-level responses.Wildflower enhancements significantly enhanced landscape-level abundance of both bumblebees and solitary bees. Bumblebees showed a pronounced positive local density response in mitigation sites and the surrounding landscape that was in line with significant landscape-level increases in abundance. However, solitary bees showed no local response to mitigation sites, and the landscape-level increases in abundance only became apparent when the area of bee habitat was taken into account.Incorporating the area of both newly created and pre-existing pollinator habitats into effect estimates accounts for density-dependent processes such as dilution, spillover and local concentration of individuals. It, therefore, results in more reliable estimates of the response to mitigation measures of pollinators, as well as other mobile arthropod groups that are often being surveyed using transect surveys.","10.1111/2041-210x.13017","Kleijn, D. and Linders, T.E.W. and Stip, A. and Biesmeijer, J.C. and W√§ckers, F.L. and Bukovinszky, T.",2018,"Methods in Ecology and Evolution","Scaling up effects of measures mitigating pollinator loss from local- to landscape-level population responses Declining pollinator populations have caused concern about consequences for food production, and have initiated an increasing number of initiatives that aim to mitigate pollinator loss through enhancement of floral resources. Studies evaluating effects of mitigation measures generally demonstrate positive responses of pollinators to floral resource enhancement. However, it remains unclear whether this represents landscape-level population effects or results from a spatial redistribution of individuals from otherwise unaffected populations.Here, we present a method for estimating landscape-level population effects using data from commonly used standardized pollinator transect surveys. The approach links local density responses of pollinators in both mitigation sites and surrounding landscape elements to the area these habitats occupy in mitigation landscapes as well as control landscapes to obtain landscape-level population estimates.We demonstrate the method using data from a 2-year study examining the effects of experimental wildflower enhancements on wild bumblebees and solitary bees in Dutch agricultural landscapes. The results show that conclusions based on local responses may differ significantly from those based on landscape-level responses.Wildflower enhancements significantly enhanced landscape-level abundance of both bumblebees and solitary bees. Bumblebees showed a pronounced positive local density response in mitigation sites and the surrounding landscape that was in line with significant landscape-level increases in abundance. However, solitary bees showed no local response to mitigation sites, and the landscape-level increases in abundance only became apparent when the area of bee habitat was taken into account.Incorporating the area of both newly created and pre-existing pollinator habitats into effect estimates accounts for density-dependent processes such as dilution, spillover and local concentration of individuals. It, therefore, results in more reliable estimates of the response to mitigation measures of pollinators, as well as other mobile arthropod groups that are often being surveyed using transect surveys.",TRUE,TRUE,TRUE
2643,"Indirect effects of grassland extensification schemes on pollinators in two contrasting european countries","Flower-visiting insects play a crucial role in ecosystem processes by providing essential services such as pollination. During the last decades, agricultural intensification has caused a widespread decline of insect diversity. Agri-environment schemes (AES) have been implemented in many European countries to counteract the loss of biodiversity. Here, we present results of a study evaluating effects of AES on pollinators and the insect-pollinated plants in grasslands of two contrasting European countries: Switzerland and The Netherlands. We compare species composition and abundance of bees and insect-pollinated plants in 37 field pairs, one with an AES, the other conventionally managed. AES significantly affected species-richness and abundance of non-Apis bees in Switzerland. Schemes did not have an effect in The Netherlands where bee species number and abundance was much lower than in Switzerland. The different effectiveness between countries can be explained by different contextual conditions and different effects of AES management prescriptions on the food resource of wild bees. We conclude that in order to stop the overall loss of agro-biodiversity, it can be recommended to include additional measures which focus specifically on the enhancement of bees or other arthropods.","10.1016/j.biocon.2006.10.037","Kohler, F. and Verhulst, J. and Knop, E. and Herzog, F. and Kleijn, D.",2007,"Biological Conservation","Indirect effects of grassland extensification schemes on pollinators in two contrasting european countries Flower-visiting insects play a crucial role in ecosystem processes by providing essential services such as pollination. During the last decades, agricultural intensification has caused a widespread decline of insect diversity. Agri-environment schemes (AES) have been implemented in many European countries to counteract the loss of biodiversity. Here, we present results of a study evaluating effects of AES on pollinators and the insect-pollinated plants in grasslands of two contrasting European countries: Switzerland and The Netherlands. We compare species composition and abundance of bees and insect-pollinated plants in 37 field pairs, one with an AES, the other conventionally managed. AES significantly affected species-richness and abundance of non-Apis bees in Switzerland. Schemes did not have an effect in The Netherlands where bee species number and abundance was much lower than in Switzerland. The different effectiveness between countries can be explained by different contextual conditions and different effects of AES management prescriptions on the food resource of wild bees. We conclude that in order to stop the overall loss of agro-biodiversity, it can be recommended to include additional measures which focus specifically on the enhancement of bees or other arthropods.",TRUE,TRUE,TRUE
2645,"The complementarity between ecological infrastructure types benefits natural enemies and pollinators in a mediterranean vineyard agroecosystem","Under the current scenario of biodiversity loss across agroecosystems, the preservation of ecological infrastructures is crucial to maintain ecosystem functions and deliver ecosystem services such as pollination or biological control of pests, which largely determine agricultural productivity and food security. The role that ecological infrastructures such as hedges or strips have in enhancing functionally important groups, including predators, parasitoids and pollinators has been reasonably well investigated in temperate areas. However, it is much less documented in agroecosystems from the Mediterranean basin, even though this area has been identified as a biodiversity hotspot for conservation priorities. In a study developed during 2014 in a traditional vineyard agroecosystem in Northern Spain using a combination of different sampling methods, we analysed beneficial arthropod assemblages across four types of linear ecological infrastructures: woodland hedges, rosaceous hedges, grass strips and flower strips. We investigated the value of these elements as a source of predators, parasitoids and pollinators. We show that ecological infrastructures across this Mediterranean vineyard agroecosystem support functionally important groups and that the abundance, richness and distribution of families of each functional group is determined by features characterising the different types of those infrastructures. Ecological infrastructures with a suitable level of structural diversity constitute an important reservoir of predators. On the other hand, parasitoids and pollinators were limited by the availability of hosts, pollen and nectar resources. Flower strips, less complex infrastructures that offer a high amount of floral resources, benefited communities of both parasitoids and pollinators. Because of the variability in habitat preference found among the different functionally important taxa, we highlight the importance of preserving different types of ecological infrastructures across vineyard agroecosystems to maintain well-structured assemblages of beneficial arthropods and maximise underlying services.","10.1111/aab.12529","Rosas-Ramos, N. and Ba√±os-Pic√≥n, L. and Tormos, J. and As√≠s, J.D.",2019,"Annals of Applied Biology","The complementarity between ecological infrastructure types benefits natural enemies and pollinators in a mediterranean vineyard agroecosystem Under the current scenario of biodiversity loss across agroecosystems, the preservation of ecological infrastructures is crucial to maintain ecosystem functions and deliver ecosystem services such as pollination or biological control of pests, which largely determine agricultural productivity and food security. The role that ecological infrastructures such as hedges or strips have in enhancing functionally important groups, including predators, parasitoids and pollinators has been reasonably well investigated in temperate areas. However, it is much less documented in agroecosystems from the Mediterranean basin, even though this area has been identified as a biodiversity hotspot for conservation priorities. In a study developed during 2014 in a traditional vineyard agroecosystem in Northern Spain using a combination of different sampling methods, we analysed beneficial arthropod assemblages across four types of linear ecological infrastructures: woodland hedges, rosaceous hedges, grass strips and flower strips. We investigated the value of these elements as a source of predators, parasitoids and pollinators. We show that ecological infrastructures across this Mediterranean vineyard agroecosystem support functionally important groups and that the abundance, richness and distribution of families of each functional group is determined by features characterising the different types of those infrastructures. Ecological infrastructures with a suitable level of structural diversity constitute an important reservoir of predators. On the other hand, parasitoids and pollinators were limited by the availability of hosts, pollen and nectar resources. Flower strips, less complex infrastructures that offer a high amount of floral resources, benefited communities of both parasitoids and pollinators. Because of the variability in habitat preference found among the different functionally important taxa, we highlight the importance of preserving different types of ecological infrastructures across vineyard agroecosystems to maintain well-structured assemblages of beneficial arthropods and maximise underlying services.",TRUE,TRUE,TRUE
2646,"Bumble bee species' responses to a targeted conservation measure depend on landscape context and habitat quality","The global decline of insect pollinators, especially bees, is cause for concern, and there is an urgent need for cost-effective conservation measures in agricultural landscapes. While landscape context and habitat quality are known to influence species richness and abundance of bees, there is a lack of evidence from manipulative field experiments on bees' responses to adaptive management across differently structured landscapes. We present the results of a large-scale study that investigated the effects of a targeted agri-environment scheme (AES) on bumble bees (Bombus spp.) over three years in the United Kingdom. Forage patches of different sizes were sown with a conservation flower mixture across eight sites covering a broad range of agricultural land use types. Species richness and worker densities (especially of the longer-tongued Bombus species for which the mixture was targeted) were significantly higher on sown forage patches than on existing non-crop control habitats throughout the three-year study, but the strength of this response depended on both the proportions of arable land and abundance of herbaceous forb species in the surrounding landscape. The size of sown patches also affected worker density, with smaller patches (0.25 ha) attracting higher densities of some species than larger patches (1.0 ha). Our models show that a targeted AES can deliver greater net benefits in more intensively farmed areas, in terms of the number and species richness of bumble bees supported, than in heterogeneous landscapes where other foraging habitats exist. These findings serve to strengthen the evidence base for extending agri-environment schemes to boost declining pollinator populations to a larger number of agricultural landscapes across the globe.","10.1890/10-0677.1","Carvell, C and Osborne, J. L and Bourke, A. F. G and Freeman, S. N and Pywell, R. F and Heard, M. S.",2011,"Ecological Applications","Bumble bee species' responses to a targeted conservation measure depend on landscape context and habitat quality The global decline of insect pollinators, especially bees, is cause for concern, and there is an urgent need for cost-effective conservation measures in agricultural landscapes. While landscape context and habitat quality are known to influence species richness and abundance of bees, there is a lack of evidence from manipulative field experiments on bees' responses to adaptive management across differently structured landscapes. We present the results of a large-scale study that investigated the effects of a targeted agri-environment scheme (AES) on bumble bees (Bombus spp.) over three years in the United Kingdom. Forage patches of different sizes were sown with a conservation flower mixture across eight sites covering a broad range of agricultural land use types. Species richness and worker densities (especially of the longer-tongued Bombus species for which the mixture was targeted) were significantly higher on sown forage patches than on existing non-crop control habitats throughout the three-year study, but the strength of this response depended on both the proportions of arable land and abundance of herbaceous forb species in the surrounding landscape. The size of sown patches also affected worker density, with smaller patches (0.25 ha) attracting higher densities of some species than larger patches (1.0 ha). Our models show that a targeted AES can deliver greater net benefits in more intensively farmed areas, in terms of the number and species richness of bumble bees supported, than in heterogeneous landscapes where other foraging habitats exist. These findings serve to strengthen the evidence base for extending agri-environment schemes to boost declining pollinator populations to a larger number of agricultural landscapes across the globe.",TRUE,TRUE,TRUE
