study_ID,author,year,title,doi,abstract,author_keywords,index_keywords,journal,volume,issue,start_page,end_page,document_type,publication_type,proceedings_title,platform,database,access,lit_type,art_type,gold_standard,asreview_prior,exported_notes_1,included,asreview_ranking,urban_study,retrieved?,extractor_1_name,extractor_1_complete,extractor_2_name,extractor_2_complete,exclusion_reason,other_exclusion_reason,Projects this is relevant to....
2646,"Carvell, C and Osborne, J. L and Bourke, A. F. G and Freeman, S. N and Pywell, R. F and Heard, M. S.",2011,Bumble bee species' responses to a targeted conservation measure depend on landscape context and habitat quality,10.1890/10-0677.1,"The global decline of insect pollinators, especially bees, is cause for concern, and there is an urgent need for cost-effective conservation measures in agricultural landscapes. While landscape context and habitat quality are known to influence species richness and abundance of bees, there is a lack of evidence from manipulative field experiments on bees' responses to adaptive management across differently structured landscapes. We present the results of a large-scale study that investigated the effects of a targeted agri-environment scheme (AES) on bumble bees (Bombus spp.) over three years in the United Kingdom. Forage patches of different sizes were sown with a conservation flower mixture across eight sites covering a broad range of agricultural land use types. Species richness and worker densities (especially of the longer-tongued Bombus species for which the mixture was targeted) were significantly higher on sown forage patches than on existing non-crop control habitats throughout the three-year study, but the strength of this response depended on both the proportions of arable land and abundance of herbaceous forb species in the surrounding landscape. The size of sown patches also affected worker density, with smaller patches (0.25 ha) attracting higher densities of some species than larger patches (1.0 ha). Our models show that a targeted AES can deliver greater net benefits in more intensively farmed areas, in terms of the number and species richness of bumble bees supported, than in heterogeneous landscapes where other foraging habitats exist. These findings serve to strengthen the evidence base for extending agri-environment schemes to boost declining pollinator populations to a larger number of agricultural landscapes across the globe.",NA,NA,Ecological Applications,21,5,1760,1771,Article,J,NA,NA,snowballing_Hyjazie2022,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2647,"Pontin, D.R. and Wade, M.R and Kehrli, P and Wratten, S.D.",2006,Attractiveness of single and multiple species flower patches to beneficial insects in agroecosystems,10.1111/j.1744-7348.2005.00037.x,"The provision of floral resources for the enhancement of beneficial insect populations has shown promise as a strategy to enhance biological control and pollination in agroecosystems. One approach involves the provision of a single flower species while a second involves the multiple flower species, but the two have never been compared experimentally. Here we examine the influence of single and multiple species flower treatments on the abundance and foraging behaviour of key beneficial insects in two agricultural agroecosystems (broccoli and lucerne crops). The five flower treatments comprised buckwheat only, phacelia only, a simple mixture of buckwheat and phacelia, a complex mixture of buckwheat, phacelia and a commercial seed blend or the existing crop as a control. The abundance of bumble-bees (Bombus hortorum) and honey bees (Apis mellifera) was highest in the three treatments that contained phacelia, while hoverfly (Melanostoma fasciatum) numbers were high in all four flower treatments. Bumble-bees and honey bees probed almost exclusively phacelia flowers, even when provided with a choice of other flower species in the simple and complex mixture treatments. In contrast, hoverflies probed the flowers of all plant species in single and multiple species treatments, with no apparent difference in acceptance. However, in mixture treatments, the majority of individual bumble-bees, honey bees and hoverflies probed the flowers from only one species, despite the presence of alternative flower species. Our results illustrate how an appreciation of insect floral attractiveness can be used to customise the species composition of floral patches to potentially maximise biological control and pollination in targeted agroecosystems.",NA,NA,Annals of Applied Biology,148,1,39,47,Article,J,NA,NA,snowballing_Hyjazie2022,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2648,"Schulte, L.A and Niemi, J and Helmers, M.J and Liebman, M and Arbuckle, J.G and James, D.E and Kolka, R.K and O???Neal, M.E and Tomer, M.D and Tyndall, J.C and Asbjornsen, H and Drobney, P and Neal, J and Van Ryswyk, G and Witte, C.",2017,Prairie strips improve biodiversity and the delivery of multiple ecosystem services from corn??足soybean croplands,10.1073/pnas.1620229114,"Loss of biodiversity and degradation of ecosystem services from agricultural lands remain important challenges in the United States despite decades of spending on natural resource management. To date, conservation investment has emphasized engineering practices or vegetative strategies centered on monocultural plantings of nonnative plants, largely excluding native species from cropland. In a catchment-scale experiment, we quantified the multiple effects of integrating strips of native prairie species amid corn and soybean crops, with prairie strips arranged to arrest run-off on slopes. Replacing 10% of cropland with prairie strips increased biodiversity and ecosystem services with minimal impacts on crop production. Compared with catchments containing only crops, integrating prairie strips into cropland led to greater catchment-level insect taxa richness (2.6-fold), pollinator abundance (3.5-fold), native bird species richness (2.1-fold), and abundance of bird species of greatest conservation need (2.1-fold). Use of prairie strips also reduced total water runoff from catchments by 37%, resulting in retention of 20 times more soil and 4.3 times more phosphorus. Corn and soybean yields for catchments with prairie strips decreased only by the amount of the area taken out of crop production. Social survey results indicated demand among both farming and nonfarming populations for the environmental outcomes produced by prairie strips. If federal and state policies were aligned to promote prairie strips, the practice would be applicable to 3.9 million ha of cropland in Iowa alone.",NA,NA,PNAS,114,42,11247,11252,Article,J,NA,NA,snowballing_Hyjazie2022,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2649,"Cox, R and O'Neal, M and Hessel, R and Schulte, L.A and Helmers, M.",2014,The impact of prairie strips on aphidophagous predator abundance and soybean aphid predation in agricultural catchments,10.1603/en13129,"Reconstructing prairie vegetation in row crop-dominated agricultural landscapes may contribute to several ecosystem services, including the biological control of insect pests, such as the soybean aphid Aphis glycines Matsumura. The influence of the amount and configuration of reconstructed prairie vegetation on the delivery of ecosystem services was investigated in several small catchments at Neal Smith National Wildlife Refuge in Iowa. Treatments include catchments entirely in row crops under a no-till, corn-soybean (Zea mays L.-Glycine max [L.] Merrill) rotation, catchments with 10% of the land in prairie located at the base, and catchments with 10 or 20% of the land in multiple contour strips of prairie. During 2009 and 2011 growing seasons, we measured abundance and diversity of aphidophagous insect predators in response to treatment and habitat type (i.e., soybean, prairie). In 2011, we further studied the biological control of soybean aphids by artificially infesting uncaged and caged plants to prevent exposure from predators. While aphidophagous predators were more abundant in prairie, populations of key aphid predators did not significantly differ among treatments. Biological control of the soybean aphid did not differ among treatments or with distance from prairie. Our results suggest that prairie strips, in addition to providing soil and water quality benefits, may increase the populations of beneficial insects, but may not directly impact biocontrol. We propose several hypotheses to explain why we did not observe more soybean aphid predation with the increased abundance of aphidophagous predators in catchments containing prairie.",NA,NA,Environmental Entomology,43,5,1185,1197,Article,J,NA,NA,incidental_find,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2650,"Schulte, L.A and MacDonald, A.L and Niemi, J.B and Helmers, M.J.",2016,Prairie strips as a mechanism to promote land sharing by birds in industrial agricultural landscapes,10.1016/j.agee.2016.01.007,"Reserving large patches of perennial vegetation has been shown to facilitate biodiversity conservation in industrial agricultural landscapes, but high demand for agricultural products challenges their establishment. Responding to this situation, in 2007, we experimentally integrated diverse native perennial vegetation (i.e., prairie) within annual row crops as a part of the Science-based Trials of Rowcrops Integrated with Prairie Strips (STRIPS) project in Iowa, USA. Four treatments were applied to small (0.47每3.19 ha) watersheds and included: 100% row crops (0% prairie) farmed on a soybean (Glycine max)〞maize (Zea mays) rotation, and three treatments with prairie strips comprising 10% or 20% of the watershed area with the remaining area in row crops. This study evaluated bird response to these treatments between 2007 and 2012. We observed a total of 52 species using the experimental sites across six years of study, with 16 species comprising 99% of the observations. Bird abundance, species richness, and diversity positively responded to prairie within row-crop fields: we specifically recorded 1.53每2.88 times more birds, 1.53每2.13 times more bird species, and 1.40-1.98 times greater diversity in treatments with prairie compared to the 0% prairie control. Several generalist species 每 Eastern kingbird (Tyrannus tyrannus), American robin (Turdus migratorius), and common yellowthroat (Geothlypis trichas) 每 were statistically more abundant in treatments with prairie, and song sparrow (Melospiza melodia) were more abundant in one specific prairie treatment, whereas no species was statistically more abundant in the 0% prairie control. We found few differences between 10% and 20% prairie treatments, but recorded increases in bird abundance, richness, and diversity from 2007 to post-establishment years. This experiment suggests that incorporating prairie strips into annual row crops has the potential to increase agricultural land sharing by birds.",NA,NA,"Agriculture, Ecosystems & Environment",220,NA,55,63,Article,J,NA,NA,incidental_find,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2651,"Hirsh, S.M and Mabry, C.M and Schulte, L.A and Liebman, M.",2013,Diversifying agricultural catchments by incorporating tallgrass prairie buffer strips,10.3368/er.31.2.201,"Crop production and prevailing farming practices have greatly reduced biodiversity and nearly eliminated native prairie in the central USA. Restoring small areas of prairie on cropland may increase plant biodiversity and native species abundance while benefiting the cropland. In Iowa, we incorporated buffer strips composed of prairie vegetation within catchments (0.5 ha to 3.2 ha land areas in which precipitation drained to a collection point at the slope bottom) used for corn (Zea mays) and soybean (Glycine max) production. We planted prairie buffer strips in three designs, varying the proportion of the catchment converted to buffer and/or the continuity of the buffer. Within the catchments, we determined the identity and percent cover of buffer strip plant species during 2008-2011 and of weed species in cropped areas during 2009-2011. We found 380% more species in 6 m2 of buffer strip than in 6 m2 of crop, indicating that the presence of buffer strips greatly increased catchment diversity. Plant community composition did not differ among the three buffer designs. Despite being surrounded by cropland, the buffer vegetation was dominated by native perennial species〞the targeted vegetation type for both ecohydrological functions (e.g., erosion control) and native species conservation〞within four years of establishment. Furthermore, weed species richness and prevalence did not differ between cropped areas of catchments with buffer strips and cropped areas of catchments without buffer strips. These results indicate that converting 10-20% of cropland to prairie buffer strips successfully reintroduced perennial species characteristic of native prairie without increasing weeds in adjacent crops.",NA,NA,Ecological Restoration,31,2,201,211,Article,J,NA,NA,incidental_find,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2652,"Wood, T.J and Holland, J and Goulson, D.",2015,Pollinator-friendly management does not increase the diversity of farmland bees and wasps,10.1016/j.biocon.2015.04.022,"In order to reverse declines in pollinator populations, numerous agri-environment schemes have been implemented across Europe, predominantly focused on increasing the availability of floral resources. Whilst several studies have investigated how bees and wasps (aculeates) respond to management at the scale of the scheme (i.e. within the flower patch) there has been little assessment of how schemes affect diversity at the farm scale. In the current work we assessed whether farms implementing flower-rich schemes had richer aculeate communities than farms without such habitats. A total of 104 species of bee and 44 species of aculeate wasp were recorded. Farms providing flower-rich habitats had significantly greater floral abundance but there were no differences in the total number of aculeate or flowering plant species recorded compared to farms without these habitats. After accounting for differences in sample size, and contrary to expectations, farms without flower-rich habitats were significantly richer in aculeate and flowering plant species. Bumblebees (Bombus spp.) and honeybees (Apis mellifera) foraged strongly from sown flowers, but the majority of bee species preferred wild plants that are not included in flower-rich schemes such as Heracleum sphondylium, Hypochaeris radicata and Tripleurospermum inodorum. The creation of pollinator-friendly habitats has not increased the diversity of flowering plants and such schemes will consequently only benefit a limited suite of aculeate species. If diverse aculeate communities are to be retained and restored on farmland, agri-environment schemes that provide foraging and nesting resources for a wider range of pollinator species must be developed.",NA,NA,Biological Conservation,187,NA,120,126,Article,J,NA,NA,incidental_find,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2653,"Bone, Nicole J and Thomson, Linda J and Ridland, Peter M and Cole, Peter and Hoffmann, Ary A.",2009,"Cover crops in victorian apple orchards: effects on production, natural enemies and pests across a season",10.1016/j.cropro.2009.03.021,"Cover crops have the potential to decrease chemical use against pests through promoting an increase in natural enemies providing fortuitous control, particularly in horticultural industries. Suitable plants must be able to grow in appropriate conditions and not compete for nutrients or water. Plants selected for potential beneficial effects on natural enemies without providing resources for hosts were grown as cover crops in three 5每6 year old apple orchards in Victoria, Australia, and compared to two common current practices, volunteer grasses and a commercially available grass mix. The cover crops tested 每 Queen Anne's lace Ammi majus/fennel Foeniculum vulgare (Apiaceae), chicory Cichorium intybus/yarrow Achillea millefolium (Asteraceae), white mustard Sinapis alba (Brassicaceae), buckwheat Fagopyrum esculentum (Polygonaceae) and fenugreek Trigonella foenum-graecum (Fabaceae) 每 established at some locations but reseeding was poor. By assessing natural enemies and insect pests across a season with yellow sticky traps, direct searching and an examination of fruit, we found no evidence for an increase in natural enemy activity in the apple trees, but evidence for increased pest and russeting problems as well as a detrimental effect on production in some treatments. These results emphasise the importance of local testing; while cover crops might increase numbers of beneficials under controlled conditions, beneficial effects may not extend to commercial settings particularly in areas with limited (<800 mm) annual rainfall.",NA,NA,Crop Protection,28,8,675,683,Article,J,NA,NA,snowballing_Judt2023,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2654,"Frechette, B and Cormier, D and Chouinard, G and Vanoosthuyse, F and Lucas, E.",2008,"Apple aphid, aphis spp. (Hemiptera: aphididae), and predator populations in an apple orchard at the non-bearing stage: the impact of ground cover and cultivar",10.14411/eje.2008.069,"A two-year field experiment was conducted to determine whether a conservation biological control strategy could be applied to enhance the biological control of green apple aphids, Aphis spp., in a high-density and scab-resistant apple orchard at the non-bearing stage. The natural occurrence of aphid predators and their impact on aphid populations were evaluated in 2005. The impact of predation on aphid densities was evaluated by comparing a predator exclusion treatment with a control. In 2006, the possibility to enhance predator abundance/performance and aphid biological control with a flowering ground cover was tested: trees were grown either with a flowering ground cover of phacelia, Phacelia tanacetifolia Bentham, and buckwheat, Fagopyrum esculentum Moench, or with a conventional ground cover of mixed Poaceae species. In 2006, it was also determined whether aphid densities differ between Liberty and Topaz, 2 scab-resistant cultivars. Results indicate that the predatory arthropod community was dominated by Coccinellidae, Cecidomyiidae, and various spider species. The ladybird community was dominated by the exotic species Harmonia axyridis Pallas, and the abundance of this species was correlated with aphid density. Naturally occurring predators had little impact on aphid abundance, although the proportion of trees with aphid colonies was greater in the predator exclusion treatment on two consecutive dates in 2005. Ground cover types had no impact on aphid densities. The oviposition response of Cecidomyiidae to aphid density was greater in Liberty trees with flowering ground cover than with the conventional ground cover. Conversely, the response of ladybird adults to aphid density was more important in Topaz trees with the conventional ground cover than with the flowering ground cover. Finally, no difference occurred in aphid abundance between Liberty and Topaz trees. Those results are discussed from a biological control and ecological point of view.",NA,NA,European Journal of Entomology,105,3,521,529,Article,J,NA,NA,snowballing_Judt2023,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2655,"Gontijo, Lessando M and Beers, Elizabeth H andSnyder, William E.",2013,Flowers promote aphid suppression in apple orchards,10.1016/j.biocontrol.2013.03.007,"Predators and parasitoids often benefit from feeding on nectar and/or pollen, such that the addition of flowering plants should bolster natural enemies and improve biological control. Nonetheless, this conceptually-simple approach often fails to reduce pest numbers. We examined whether flowering annual plants drew more natural enemies to apples (Malus domestica) in Washington State, USA, and in turn whether this improved suppression of woolly apple aphids (Eriosoma lanigerum) on nearby trees. Initial screening of candidate flowers indicated that syrphid flies (Diptera: Syrphidae), thought to be important aphid predators, were particularly attracted to sweet alyssum flowers (Lobularia maritima). Therefore, in two subsequent field experiments we compared aphid densities on trees placed adjacent to, or relatively far from, flowering sweet alyssum. The results were striking: after one week aphid densities were significantly lower on trees adjacent to flowers than on those on control plots, and these differences were maintained for several weeks. It was unlikely that aphid decline was primarily due to syrphid predation, because lower aphid densities were observed despite few syrphid larvae being present. Rather, a diverse group of generalist-predator spiders and bugs increased significantly near sweet alyssum plantings, and may have been responsible for much of the aphid suppression that we observed. Immunomarking revealed that natural enemies regularly moved from sweet alyssum to the surrounding orchard. In summary, the floral resources that sweet alyssum plants provided attracted natural enemies and indirectly suppressed densities of woolly apple aphids, suggesting an effective means for apple growers to enhance biological control.",NA,NA,Biological Control,66,1,8,15,Article,J,NA,NA,snowballing_Judt2023,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2656,"Marko, V and Keresztes, B.",2014,"Flowers for better pest control? Ground cover plants enhance apple orchard spiders (araneae), but not necessarily their impact on pests",10.1080/09583157.2014.881981,"Effects of ground cover upon arboreal spiders and their ability to control pests were studied in an apple orchard over six years. The ground cover treatments were: (1) annual and perennial flowering herbs (FLOWER), (2) regularly mowed grass (GRASS) and (3) weed-free bare ground (BAREgr) in the alleys. Spider abundance and species richness increased significantly in FLOWER compared to BAREgr, with GRASS being intermediate between the other two treatments. The effects of ground cover vegetation varied across spider guilds and individual species. The number of stalkers (Salticidae) increased sharply with the amount of vegetation in the alleys, while the increase was much less steep in ambushers (mainly Thomisidae and Philodromidae), and we found no significant difference between the treatments in space web builders (Theridiidae) and orb web builders (mainly Araneidae). The spider community was dominated by the intraguild predator Carrhotus xanthogramma (Salticidae), which showed a 3.5-fold increase in FLOWER compared to BAREgr and represented 40, 54 and 63% of the total spider abundance in BAREgr, GRASS and FLOWER treatments, respectively. The other species were less numerous and their response to FLOWER compared to BAREgr treatments ranged from a ninefold increase to a sixfold decrease. Within potential prey groups, hymenopteran parasitoids, dipterans and Auchenorrhyncha were the best predictors of spider abundance. In contrast, the abundance of apple pests was independent of spider density and showed no difference between treatments, indicating that spiders in the studied orchard had little impact on the size of the pest populations. This study demonstrates that functional traits and abundances of spider guilds and species, rather than the total spider abundance per se, might explain the success or failure of spiders in conservation biological control.",NA,NA,Biocontrol Science and Technology,24,5,574,596,Article,J,NA,NA,snowballing_Judt2023,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2657,"Mullinix, K and Brunner, J.F and  Isman, M.B.",2011,Apple leafroller (lepidoptera: tortricidae) populations and parasitism in an orchard managed with either a grass or alfalfa cover and without insecticides over four growing seasons,10.1080/15538362.2011.578509,"Northwest U.S. apple growers are concerned that with reduced insecticide use leafrollers will become serious economic pests. Concomitantly, interest in integrating legume covers in the agro-ecosystem, to augment orchard nitrogen nutrition, increases. We evaluated leafroller populations and parasitism in apples with grass or alfalfa covers and curtailed insecticide use. For both covers, the leafroller populations rose to high levels then dramatically declined the fourth year of the study. Parasitoids modestly contributed to leafroller biological control. Only in a few instances, parasitism rates were higher in alfalfa cover plots compared with grass cover plots. Six parasitoid species contributed to leafroller biocontrol. Yield was not substantially adversely affected by leafrollers.",NA,NA,International Journal of Fruit Science,11,2,99,110,Article,J,NA,NA,snowballing_Judt2023,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2658,"Rodriguez-Gasol, N and Avilla, J and Aparicio, Y and Arno, J and Gabarra, R and Riudavets, J and Alegre, S and Lordan, J.",2019,The contribution of surrounding margins in the promotion of natural enemies in mediterranean apple orchards,10.3390/insects10050148,"(1) Habitat management can enhance beneficial arthropod populations and provide ecosystem services such as biological control. However, the implementation of ecological infrastructures inside orchards has a number of practical limitations. Therefore, planting/growing insectary plants in the margins of orchards should be considered as an alternative approach. (2) Here, we assessed the efficacy of a flower margin composed by four insectary plant species (Achillea millefolium, Lobularia maritima, Moricandia arvensis and Sinapis alba), which was placed on an edge of four Mediterranean apple orchards to attract natural enemies of two apple tree aphids (Dysaphis plantaginea and Eriosoma lanigerum). We also characterized the natural enemies present in the aphid colonies. (3) Our results show that the implementation of a flower margin at the edge of apple orchards attracts predators (Syrphidae, Thysanoptera, Araneae, Heteroptera, Coleoptera) and parasitoids. Parasitoids are the main natural enemies present in aphid colonies in our area. (4) The implementation of the flower margins successfully recruited natural enemy populations, and the presence of parasitoids in the surroundings of the orchards increased the parasitism of D. plantaginea colonies.",NA,NA,Insects,10,5,148,NA,Article,J,NA,NA,snowballing_Judt2023,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2659,"Staton, T and Walters, R and Smith, J and Breeze, T.",2021,"Management to promote flowering understoreys benefits natural enemy diversity, aphid suppression and income in an agroforestry system",10.3390/agronomy11040651,"Agroforestry systems, where productive trees are integrated into agricultural land, can deliver benefits to biodiversity, natural pest control, and pollination, but the effects are highly variable. Recent advances in our understanding of flower strips in agricultural systems suggest that the management of the tree row understorey could be an important contributor to this variation. Here, we compare two cutting regimes for an understorey, originally seeded with the same flower mix, in the tree rows of an apple-arable agroforestry system: (i) uncut vegetation to promote a flowering understorey, and (ii) regularly mown vegetation. We recorded the effects of management on invertebrate pests, natural enemies, and pollinators, in both the apple and arable components. Apple trees above flowering understoreys supported significantly: (i) more natural enemies early in the season, (ii) fewer aphid colonies, (iii) fewer aphid-damaged fruits, and (iv) higher pollinator visitation, compared with those above mown understoreys. In the arable crop alleys, both the taxonomic richness and Shannon diversity of ground-based natural enemies were significantly higher adjacent to flowering understoreys, compared with those adjacent to mown understoreys, early in the season. Financial modelling based on aphid damage to apples, mowing costs, and income from Countryside Stewardship grants, indicated that flowering understoreys increased farm income by GBP 231.02 per ha of agroforestry compared with mown understoreys. Our results provide the first empirical evidence that management to promote flowering understoreys in agroforestry systems can be a win-win option to improve invertebrate diversity, associated ecosystem services, and farm income.",NA,NA,Agronomy,11,NA,651,NA,Article,J,NA,NA,snowballing_Judt2023,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2660,"Holland, John M. and Smith, Barbara M. and Storkey, Jonathan and Lutman, Peter J.W. and Aebischer, Nicholas J.",2015,Managing habitats on english farmland for insect pollinator conservation,10.1016/j.biocon.2014.12.009,"Agri-environment scheme habitats can support declining pollinators, but optimum approaches for deployment remain uncertain. The impact of three management treatments (project-, farm-managed and organic farming) alongside habitat type, quantity of uncropped land removed from production and spatial configuration (strips or blocks) on wild bees, butterflies and hoverflies were investigated. Pollinators were assessed on 28 sites over three years, along boundaries representing site scale (ca. 100-ha) and within project-managed (floristically enhanced grass, wild bird seed mix, insect rich cover and natural regeneration) or farm-managed wildlife habitats (typically grass margins or game cover). Project-management resulted in the creation of the most widely utilised habitats (floristically enhanced grass and wild bird seed mixtures), but these may attract wild bees away from boundaries whereas butterfly abundance (Lycaenidae and Pieridae) was enhanced along field boundaries. Organic management and spatial configuration of habitats had little impact. Proportion of uncropped land per site was positively related to Cuckoo bee, Lycaenidae and Satyridae density and butterfly species richness at site scale and on the density of several bee species, total wild bees, Pieridae and total butterflies in wildlife habitats. The mean abundance of uncropped land was 3.6% and at least double this was required to double the abundance of wild bees and butterflies. Wild bee densities were highest in field boundaries and floristically enhanced grass and positively correlated with flower cover. Butterflies sought habitats containing their larval food plants and high flower cover. Hoverflies were most abundant in the insect rich cover. Wildlife habitat in agricultural landscapes may be insufficient and additional, diverse habitats are needed to encourage pollinators.",NA,NA,Biological Conservation,182,NA,215,222,Article,J,NA,NA,snowballing_Lowe2021,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2661,"Lundin, O. and Ward, Kimiora L. and Artz, Derek R. and Boyle, Natalie K. and Pitts-Singer, Theresa L. and Williams, Neal M.",2017,Wildflower plantings do not compete with neighboring almond orchards for pollinator visits,10.1093/ee/nvx052,"The engineering of flowering agricultural field borders has emerged as a research and policy priority to mitigate threats to pollinators. Studies have, however, rarely addressed the potential that flowering field borders might compete with neighboring crops for pollinator visits if they both are in bloom at the same time, despite this being a concern expressed by growers. We evaluated how wildflower plantings added to orchard borders in a large (512 ha) commercial almond orchard affected honey bee and wild bee visitation to orchard borders and the crop. The study was conducted over two consecutive seasons using three large (0.48 ha) wildflower plantings paired with control orchard borders in a highly simplified agricultural landscape in California. Honey bee (Apis mellifera L.) and wild bee visitation to wildflower plots were at least an order of magnitude higher than to control plots, but increased honey bee visitation to wildflower plots did not lead to any detectable shifts in honey bee visitation to almond flowers in the neighboring orchard. Wild bees were rarely observed visiting almond flowers irrespective of border treatment, indicating a limited short-term potential for augmenting crop pollination using wild bees in highly simplified agricultural landscapes. Although further studies are warranted on bee visitation and crop yield from spatially independent orchards, this study indicates that growers can support bees with alternative forage in almond orchards without risking competition between the wildflower plantings and the crop.",NA,NA,Environmental Entomology,46,3,559,564,Article,J,NA,NA,snowballing_Lowe2021,NA,peerreviewed,primary,FALSE,NA,wild bee results in SI,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2662,"Ganser, Dominik and Mayr, Barbara and Albrecht, Matthias and Knop, Eva",2018,Wildflower strips enhance pollination in adjacent strawberry crops at the small scale,10.1002/ece3.4631,"Wildflower strips (WFS) are increasingly used to counteract the negative consequences of agricultural intensification. To date, it is poorly understood how WFS promote flower visitation and pollination services in nearby insect-pollinated crops. We therefore ask whether WFS enhance pollination service in adjacent strawberry crops, and how such an effect depends on the distance from WFS. Over 2 years, we examined the effects of experimentally sown WFS compared to grassy strips on pollination services in adjacent strawberry (Fragaria ananassa) crops across a total of 19 study sites. Moreover, we examined flower visitation, species richness and community composition of the most important insect pollinator taxa at different within-field locations varying in distance to WFS. We found increased pollination services at the edge of WFS compared to locally reduced pollination services at the center, which resulted in no significant difference in seed set between WFS and control fields. Total flower visits and species richness of pollinators were higher in WFS than in adjacent strawberry fields. Moreover, wild bee visitation was enhanced in adjacent strawberry crops near WFS compared to field centers, and intermediate at field edges near grassy strips. Our study demonstrates that diverse WFS can increase wild bee visitation and pollination services in the field edges of adjacent strawberry crops, but that overall visitation and pollination services do not increase. Moreover, our findings show that major pollinator taxa exhibit distinct responses, resulting in a shift of pollinator community composition as a function of distance to WFS with direct effects on crop pollination. Our results that WFS enhance rather than reduce crop pollination services near WFS should distract possible concerns by farmers that WFS may locally absorb rather than export crop pollinators. Considering the spatial restricted enhancement of wild bees and associated pollination services we suggest to establish WFS in the center of crop fields. fields.",NA,NA,Ecology and Evolution,8,23,11775,11784,Article,J,NA,NA,snowballing_P﹟?rez-S﹟～nchez2023,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
2663,"Phillips, Benjamin B. and Gaston, Kevin J. and Bullock, James M. and Osborne, Juliet L.",2019,"Road verges support pollinators in agricultural landscapes, but are diminished by heavy traffic and summer cutting",10.1111/1365-2664.13470,"Supporting pollinators in agricultural landscapes is important for reversing their global decline. Road verges and hedges are used by pollinators for feeding and reproduction, but few studies consider entire pollinator communities, and it remains unclear how they are distributed across adjacent verges, hedges and fields, or how they are affected by traffic and verge cutting.We surveyed flowers and pollinators, using transect counts and pan traps, to explore the role of road verges and their associated hedges in supporting pollinators in an agricultural landscape in southwest England, and the impacts of traffic and verge cutting. At 19 sites, we surveyed the road verge (verge edge and verge centre), the verge hedge (both sides), a field hedge and the field interior.Road verges and hedges had a much greater flower abundance, flower species richness and pollinator abundance than field interiors. Verge hedges had far less woody cover than field hedges, but greater flower species richness.There were fewer pollinators along verge edges (next to roads) than along verge centres (2每11 m from roads) and fewer pollinators in road verges next to busier roads.Road verges were generally cut once (in summer), and cuttings were never removed. There were substantially fewer flowers and pollinators in road verges that had been cut, even though surveys often took place many weeks after cutting.Synthesis and applications. Road verges and their associated hedges can provide hotspots of resources for pollinators in agricultural landscapes, but their capacity to do so is reduced by heavy traffic and summer verge cutting. We recommend that beneficial management for pollinators should prioritize wider road verges (at least 2 m wide), roads with less traffic, and areas away from the immediate vicinity of the road. Where possible, verge cutting should not be carried out during peak flowering times.",NA,NA,Journal of Applied Ecology,56,10,2316,2327,Article,J,NA,NA,snowballing_Phillips2020,NA,peerreviewed,primary,FALSE,NA,NA,NA,NA,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
